topic,category,participant_id,descriptions,difficulty_rating,image,is_data_visualization,languages,minivlat_answers,minivlat_time,reaction_times,self_understanding,timeSpent,topic,trial_number,desc_type,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_alttext_jaccard,desc_caption_sbert,desc_alttext_sbert,jaccard_alttext_caption,sbert_alttext_caption,CLIPScore,colour_terms,numbers_raw_count,hedge_terms,trend_terms
Tetration,Tetration / Inverse operations / Super-root / Other super-roots,a19d927e170ac059a0411c8e,"The image shows a graph of one red line representing data points. The left vertical numbers are the y axis I assume, and the bottom horizontal numbers represent the x axis in the equation.",4,prolific/train-0-28614.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '20-30 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.761366667,126210,2,42.67931667,Tetration,2,first,8,37,"The graph
  
  
  
  y
  =
  
  
  
  x
  
  3
  
  
  
  
  s
  
  
  
  
  {\displaystyle y={\sqrt[{3}]{x}}_{s}}
  
 .",A line graph that starts at the origin and quickly makes an asymptote toward 2 as the value along the x-axis increases,188,27,22,0.4473684211,0.6666666667,0.5761971474,0.6181414127,0,0.4837883711,0.8037,1,0,0,1
Bishop Auckland,Bishop Auckland / Demography,bf100b4c542a87fc89fb7114,From ages 0 to 19 the percent of populations are relatively close. From 20-29 Bishop Auckland begins to fall behind. From 30-59 the percentages barely fluctuate. From 60-79 England and Wales have the lowest percentages. Lastly form 80-90+ the population percentages are even amongst the contries.,5,prolific/train-0-245143.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.900833333,515520,2,29.76021667,Bishop Auckland,0,first,12,51,"""Population pyramid"" showing the breakdown of the Bishop Auckland's population vs Age compared with the figures for County Durham and England and Wales. Source:[9]","A bar chart comparing dividing the population into 5-year intervals, and comparing the percentage of the population of Bishop Auckland made up by each interval with the figures for England and Wales and County Durham. The graph shows that the towns population is broadly in line with that nationally, with the exception that Bishop Auckland has a much lower proportion of people aged 20 to 24 years.",296,32,71,0.58,0.6808510638,0.7487657666,0.784848094,0,0.7968633175,0.8794,0,10,0,2
Electricity sector in Germany,Electricity sector in Germany / Electricity prices,bf100b4c542a87fc89fb7114,"There are 7 components to the electricity price average for household consumers in Germany. Renewable surchage makes up 21.5% of the total. Other levies make up 3.2%. The concession fee makes up 5.5%. The Grid charges make up 25.1%. The Power generation or aquisition sales make up 22.4%. The electricity tax makes up 6.5%. Lastly the value-added tax makes up 16%. Out of this 100% total taxes, levies, and surcharges make up around 53%.",2,prolific/train-0-395010.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.900833333,436161,2,29.76021667,Electricity sector in Germany,1,first,12,94,Components of the German Electricity Price for Households Source,Components Electricity Price Germany,438,9,4,0.4255319149,0.3555555556,0.7097253799,0.6372312307,0,0.8207790852,0.8667,0,16,1,8
Rotaviral gastroenteritis,Rotaviral gastroenteritis / Epidemiology,bf100b4c542a87fc89fb7114,"Through the months between November and July the cases of rotavirus A infections skyrocket through the winter and spring. These cases reach its peak in march of every year rarely falling bellow 4,000 cases at this peak. The time between July and November these cases reach their lowest points before starting back up every winter.",1,prolific/train-0-205301.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.900833333,329632,2,29.76021667,Rotaviral gastroenteritis,2,first,12,58,The seasonal variation of rotavirus A infections in a region of England: rates of infection peak during the winter months.,A line graph with the months and years on the x-axis and the number of infections on the y-axis. The peaks in the line correspond to the winter months of the northern hemisphere.,331,22,35,0.7272727273,0.7575757576,0.7879712582,0.3586221933,0,0.4159944057,0.8604,0,2,0,5
Breastfeeding promotion,Breastfeeding promotion / Breastfeeding promotion projects by region / Asia / India,6d03c3b3f478acef938877a2,There is a chart graph depicting numbers charged for early initiation of breastfeeding in again countries,2,prolific/train-0-119573.png,TRUE,English,"{'question1': 'False', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.342466667,78273,4,59.05436667,Breastfeeding promotion,0,first,11,16,Early Initiation of Breastfeeding in some of the Asian countries. Source: 2018 Global Breastfeeding Scorecard,Early Initiation of Breastfeeding in some of the Asian countries. Source: 2018 Global Breastfeeding Scorecard https://www.indiaspend.com/6-in-10-indian-babies-miss-out-on-early-breastfeeding-and-its-life-saving-benefits-62614/,105,17,20,0.5757575758,0.5128205128,0.7531952858,0.6594990492,0,0.9155380726,0.716,0,0,0,0
Nanortalik,Nanortalik / Population,6d03c3b3f478acef938877a2,There is a bar graph with the statistics for Nanortalik population growth dynamics from 1991 to 2010,3,prolific/train-0-283458.png,TRUE,English,"{'question1': 'False', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.342466667,56836,4,59.05436667,Nanortalik,1,first,11,17,"Nanortalik population growth dynamics, 1991-2010. Source: Statistics Greenland[12]",Nanortalik population dynamics,100,14,3,0.6944444444,0.6071428571,0.6873868704,0.7379357815,0,0.6886775494,0.754,0,2,0,0
Electricity sector in Germany,Electricity sector in Germany / Electricity prices,6d03c3b3f478acef938877a2,There is a circular graph detailing the statistics of components of the German electricity price for households components in 2020,4,prolific/train-0-395010.png,TRUE,English,"{'question1': 'False', 'question10': '$0.80', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",6.342466667,2894401,4,59.05436667,Electricity sector in Germany,2,first,11,20,Components of the German Electricity Price for Households Source,Components Electricity Price Germany,130,9,4,0.6785714286,0.5769230769,0.7601802349,0.6582200527,0,0.8207790852,0.824,0,1,0,0
Breastfeeding promotion,Breastfeeding promotion / Breastfeeding promotion projects by region / Asia / India,584dad99ee520a7e61ee86f1,"a graph of early initiation of breast feeding in Asian countries. Sri Lanka, percentage wise, is at 90.3%, Nepal is 54.9%, Bangladesh is 50.8%, India is 41.5%, China is 26.4%, and Pakistan is 18%.",5,prolific/train-0-119573.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.314783333,167051,4,12.02285,Breastfeeding promotion,0,first,10,49,Early Initiation of Breastfeeding in some of the Asian countries. Source: 2018 Global Breastfeeding Scorecard,Early Initiation of Breastfeeding in some of the Asian countries. Source: 2018 Global Breastfeeding Scorecard https://www.indiaspend.com/6-in-10-indian-babies-miss-out-on-early-breastfeeding-and-its-life-saving-benefits-62614/,196,17,20,0.6,0.6458333333,0.7116103172,0.6798911691,0,0.9155380726,0.8003,0,11,0,0
Green marketing,Green marketing / Adoptability / LOHAS,584dad99ee520a7e61ee86f1,"A pie chart of the percentage of the general population in NMI by defined consumer segments. 26% is conventionals, 19% is unconcerned, 19% is naturalites, 19% is drifters, and 17% is LOHAS.",5,prolific/train-0-480642.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.314783333,130896,4,12.02285,Green marketing,1,first,10,43,The distribution of the different types of LOHAS.[26],The distribution of the different types of LOHAS.,189,12,9,0.575,0.5526315789,0.4001876712,0.3903957009,0,0.9695470929,0.9697,0,5,0,0
Safety of electronic cigarettes,"Safety of electronic cigarettes / Fires, explosions, and other battery-related malfunctions",584dad99ee520a7e61ee86f1,A graph of e-cigarette sales and number of incidents from 2009-2016. There is a huge uptake in sales and incidents starting in 2013.,5,prolific/train-0-407025.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$5.2', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5.314783333,56260,4,12.02285,Safety of electronic cigarettes,2,first,10,25,Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016.[326] There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014.[326] The USFA noted that this appears to correlate well with the e-cigarette sales trend.[326],Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016. There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014. The USFA noted that this appears to correlate well with the e-cigarette sales trend.,132,73,64,0.6041666667,0.6086956522,0.690119803,0.6616274118,0,0.9825590849,0.838,0,3,0,0
Electricity sector in Germany,Electricity sector in Germany / Electricity prices,213027af62d7e5fc340d9ba8,"a circle graph depicting a total of 31,47 cent kwh, the average electricity price for household consumers in Germany. Divided as follows: grid chargers 7,91 ct kwh. power generation or ; aquisition sales: 7,06 ct kwh. renewable surcharge:21.5%. value added tax:16%. electricity tax 6.5%. other levies 5.5%",5,prolific/train-0-395010.png,TRUE,english spanish,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.326416667,601524,5,18.64491667,Electricity sector in Germany,0,first,10,60,Components of the German Electricity Price for Households Source,Components Electricity Price Germany,305,9,4,0.4130434783,0.3409090909,0.7096869349,0.6008078456,0,0.8207790852,0.842,0,13,0,0
Tetration,Tetration / Inverse operations / Super-root / Other super-roots,213027af62d7e5fc340d9ba8,line graph depicting y=x 3 s,1,prolific/train-0-28614.png,TRUE,english spanish,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.326416667,56664,5,18.64491667,Tetration,1,first,10,6,"The graph
  
  
  
  y
  =
  
  
  
  x
  
  3
  
  
  
  
  s
  
  
  
  
  {\displaystyle y={\sqrt[{3}]{x}}_{s}}
  
 .",A line graph that starts at the origin and quickly makes an asymptote toward 2 as the value along the x-axis increases,28,27,22,0.5714285714,0.5714285714,0.7052592039,0.6839895844,0,0.4837883711,0.8193,0,1,0,0
Green marketing,Green marketing / Adoptability / LOHAS,213027af62d7e5fc340d9ba8,"pie graph depicting lohas 17 percent, naturalities 19%, drifters 19%, conventionals 26 percent, unconcerned 19 %",3,prolific/train-0-480642.png,TRUE,english spanish,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.326416667,96309,5,18.64491667,Green marketing,2,first,10,22,The distribution of the different types of LOHAS.[26],The distribution of the different types of LOHAS.,112,12,9,0.4166666667,0.3823529412,0.5144961476,0.4784948826,0,0.9695470929,0.6963,0,5,0,0
Anatomy of an Epidemic,Anatomy of an Epidemic / Synopsis / Magic bullets,c1b25c0da9d6c6176718cbe5,It is a bar graph showing evaluation of people and mental illness in 1987 when Prozac was introduced vs 2003 when Prozac was readily available,4,prolific/train-0-29695.png,TRUE,,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'Skip', 'question5': 'Skip', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,195994,2,17.30883333,Anatomy of an Epidemic,0,first,7,25,"Number of Americans who received SSDI and SSI for mental disability in 1987 (blue) when Eli Lilly and Company introduced the antidepressive drug Prozac, compared to 2003 (red).",Chart showing increase (in red) over baseline (in blue) between 1987 and 2003,142,34,17,0.7441860465,0.7142857143,0.4838289917,0.3846303225,0,0.1799975038,0.664,0,2,0,0
Great Southern Group,Great Southern Group / Fall,c1b25c0da9d6c6176718cbe5,It’s just showing a company’s total assets vs net assets from 1999 to 2008. Total assets are greater than net assets.,2,prolific/train-0-105181.jpg,TRUE,,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'Skip', 'question5': 'Skip', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,158614,2,17.30883333,Great Southern Group,1,first,7,27,"Great Southern Group's assets. Net assets were ultimately limited by the company's ""unsustainable levels"" of debt.[4]","area graph with years on the x-axis, ranging from 1999 to 2008, and thousands of dollars on the y-axis. Two areas are shown: net assets climb until 2005 then stay at a similar level to 2008, below the 800 million dollar line; gross assets climb above net assets and are still increasing in 2008, where they are near the 1.8 billion dollar line",117,25,70,0.5,0.7105263158,0.4795425832,0.5566021204,0,0.3435682058,0.788,0,2,0,0
